"NAME","F_CLASS","F_DESIG","LAT","LONG","ADM1","ADM2"
"Ikot Mbonde Itam","P","PPL","   5.0666","   7.9166","Akwalbom","Uruan"
"Ikot Mbonde","P","PPL","   5.0666","   7.9166","Akwalbom","Uruan"
"Ikot Mbon","P","PPL","   5.0333","   7.8333","Akwalbom","Uyo"
"Ikot Mboho","P","PPL","   5.0333","   7.6000","Akwalbom","Essien-U"
"Ikot Mbo","P","PPL","   5.0500","   8.3166","Cross River","Odukpani"
"Ikot Mbang","P","PPL","   5.0500","   7.8833","Akwalbom","Uyo"
"Ikot Mbakara Ene","P","PPL","   4.9333","   8.5000","Cross River","Akpabuyo"
"Ikot Mbakara","P","PPL","   4.9333","   8.5000","Cross River","Akpabuyo"
"Ikot Mba","P","PPL","   5.2166","   7.5666","Akwalbom","Ikot-Ekp"
"Ikot Mba","P","PPL","   5.1333","   7.8666","Akwalbom","Itu"
"Ikot Iyire","P","PPL","   4.6333","   7.6000","Akwalbom","Ikot-Aba"
"Ikot Iyan","P","PPL","   4.8833","   7.9500","Akwalbom","Ekpe-Ata"
"Ikot Iwud","P","PPL","   4.8500","   7.8833","Akwalbom","Nsit-Ibo"
"Ikot Ire","P","PPL","   4.9333","   7.6000","Akwalbom","Ukanafun"
"Ikot Inyang Nang Ita","P","PPL","   4.7666","   7.5833","Akwalbom","Oruk-Ana"
"Ikot Inyang Idung","P","PPL","   4.9833","   8.0166","Akwalbom","Uruan"
"Ikot Inyang","P","PPL","   5.2000","   7.8833","Akwalbom","Itu"
"Ikot Inyang","P","PPL","   5.0666","   7.7666","Akwalbom","Abak"
"Ikot Inyang","P","PPL","   4.9500","   8.5166","Cross River","Akpabuyo"
"Ikot Inyang","P","PPL","   4.8500","   8.0333","Akwalbom","Okobo"
"Ikot Inyang","P","PPL","   4.8333","   7.7333","Akwalbom","Mkpat-En"
"Ikot Inyan","P","PPL","   5.2833","   7.6500","Akwalbom","Ikot-Ekp"
"Ikot Inyan","P","PPL","   4.9500","   8.5166","Cross River","Akpabuyo"
"Ikot Inwang Akpo","P","PPL","   4.8500","   8.5500","Cross River","Akpabuyo"
"Ikot Inuen","P","PPL","   4.6666","   7.6166","Akwalbom","Ikot-Aba"
"Ikot Ineme","P","PPL","   5.1500","   7.5500","Akwalbom","Essien-U"
"Ikot Inangha","P","PPL","   5.1166","   7.9000","Akwalbom","Itu"
"Ikot Inagha","P","PPL","   5.1166","   7.9000","Akwalbom","Itu"
"Ikot Imonte","P","PPL","   5.0166","   7.6000","Akwalbom","EtimEkpo"
"Ikot Imo","P","PPL","   5.0166","   7.7333","Akwalbom","Abak"
"Ikot Ikpene","P","PPL","   4.7833","   7.6666","Akwalbom","Oruk-Ana"
"Ikot Ikpeme","P","PPL","   5.2666","   7.9833","Cross River","Odukpani"
"Ikot Ikara","P","PPL","   4.6666","   7.6333","Akwalbom","Ikot-Aba"
"Ikot Igwe","P","PPL","   5.0500","   7.6333","Akwalbom","EtimEkpo"
"Ikot Igwara","P","PPL","   4.8166","   7.5666","Akwalbom","Oruk-Ana"
"Ikot Idomo","P","PPL","   5.0166","   7.5500","Akwalbom","EtimEkpo"
"Ikot Idem Udo","P","PPL","   4.6833","   7.8166","Akwalbom","Onna"
"Ikot Ide","P","PPL","   5.2333","   7.5666","Akwalbom","Ikot-Ekp"
"Ikot Idaha","P","PPL","   5.1500","   7.7833","Akwalbom","Ikono"
"Ikot Ibritam","P","PPL","   4.8000","   7.6000","Akwalbom","Oruk-Ana"
"Ikot Ibok","P","PPL","   4.7666","   7.8500","Akwalbom","Nsit-Ubi"
"Ikot Ibiok","P","PPL","   4.6500","   7.9666","Akwalbom","UquoIben"
"Ikot Ibekwe","P","PPL","   4.9000","   7.5666","Akwalbom","Ukanafun"
"Ikot Ibanga","P","PPL","   5.1000","   7.5500","Akwalbom","Essien-U"
"Ikot Eyo Edem","P","PPL","   4.9000","   8.5166","Cross River","Akpabuyo"
"Ikot Eyo","P","PPL","   4.7666","   7.9500","Akwalbom","Nsit-Ubi"
"Ikot Eyi Nko","P","PPL","   4.8166","   8.4833","Cross River","Akpabuyo"
"Ikot Eyiene","P","PPL","   4.7500","   7.7666","Akwalbom","Mkpat-En"
"Ikot Eyem Imo","P","PPL","   4.6500","   7.6000","Akwalbom","Ikot-Aba"
"Ikot Eyd","P","PPL","   4.7666","   7.9500","Akwalbom","Nsit-Ubi"
"Ikot Expene","P","PPL","   5.1666","   7.7166","Akwalbom","Ikot-Ekp"
"Ikot Ewa","P","PPL","   4.9666","   8.6500","Cross River","Akpabuyo"
"Ikot Etuk Udo","P","PPL","   5.1166","   7.8000","Akwalbom","Ikono"
"Ikot Etobo","P","PPL","   4.7333","   7.9166","Akwalbom","Nsit-Ubi"
"Ikot Eto","P","PPL","   4.9500","   7.9500","Akwalbom","Uyo"
"Ikot Etim","P","PPL","   5.3500","   7.6833","Akwalbom","Ini"
"Ikot Etim","P","PPL","   4.8666","   7.5666","Akwalbom","Ukanafun"
"Ikot Etetuk","P","PPL","   4.5833","   7.5833","Akwalbom","Ikot-Aba"
"Ikot Etenghe Ndon","P","PPL","   4.6166","   7.6000","Akwalbom","Ikot-Aba"
"Ikot Etefia","P","PPL","   4.6500","   7.7666","Akwalbom","Mkpat-En"
"Ikot Esurua","P","PPL","   5.1500","   7.6666","Akwalbom","Essien-U"
"Ikot Esu","P","PPL","   5.0166","   8.2333","Cross River","Odukpani"
"Ikot Essien","P","PPL","   5.1333","   8.0333","Akwalbom","Uruan"
"Ikot Essien","P","PPL","   5.1333","   7.9333","Akwalbom","Itu"
"Ikot Essien","P","PPL","   4.9166","   7.9833","Akwalbom","Uruan"
"Ikot Essien","P","PPL","   4.8166","   7.9833","Akwalbom","Ekpe-Ata"
"Ikot Essen","P","PPL","   4.8166","   7.7833","Akwalbom","Etinan"
"Ikot Eso Archibong","P","PPL","   5.0333","   8.4166","Cross River","Akpabuyo"
"Ikot Esi Idem","P","PPL","   5.3000","   7.8833","Cross River","Odukpani"
"Ikot Esien","P","PPL","   5.2833","   7.7500","Akwalbom","Ikono"
"Ikot Esien","P","PPL","   5.1000","   7.7500","Akwalbom","Abak"
"Ikot Esien","P","PPL","   5.1000","   7.6000","Akwalbom","Essien-U"
"Ikot Esien","P","PPL","   5.0666","   7.7833","Akwalbom","Uyo"
"Ikot Esien","P","PPL","   4.8833","   7.6000","Akwalbom","Ukanafun"
"Ikot Esenam","P","PPL","   4.6833","   7.6333","Akwalbom","Ikot-Aba"
"Ikot Esen","P","PPL","   4.7666","   7.9833","Akwalbom","Nsit-Ubi"
"Ikot Eseden","P","PPL","   5.0000","   7.5500","Akwalbom","EtimEkpo"
"Ikot Enyi","P","PPL","   4.8166","   8.4833","Cross River","Akpabuyo"
"Ikot Enye","P","PPL","   5.1333","   7.9833","Akwalbom","Itu"
"Ikot Enua","P","PPL","   5.1166","   7.8166","Akwalbom","Itu"
"Ikot Enini","P","PPL","   4.6666","   7.6000","Akwalbom","Ikot-Aba"
"Ikot Ene Etim","P","PPL","   4.9333","   8.4833","Cross River","Akpabuyo"
"Ikot Enebong","P","PPL","   5.0500","   8.3666","Cross River","Calabar"
"Ikot Ene","P","PPL","   4.9333","   8.4833","Cross River","Akpabuyo"
"Ikot Emana","P","PPL","   5.0500","   7.7500","Akwalbom","Abak"
"Ikot Ekwere","P","PPL","   5.2500","   7.9333","Akwalbom","Itu"
"Ikot Ekwere","P","PPL","   4.7833","   7.9666","Akwalbom","Ekpe-Ata"
"Ikot Ekpuk","P","PPL","   4.8333","   7.6000","Akwalbom","Oruk-Ana"
"Ikot Ekpow","P","PPL","   4.8500","   7.7833","Akwalbom","Etinan"
"Ikot Ekpo Nta","P","PPL","   5.0666","   8.3166","Cross River","Odukpani"
"Ikot Ekpo Eyo","P","PPL","   4.9000","   8.4000","Cross River","Akpabuyo"
"Ikot Ekpo","P","PPL","   5.0833","   8.3333","Cross River","Odukpani"
"Ikot Ekpenyong","P","PPL","   5.0666","   7.6166","Akwalbom","Essien-U"
"Ikot Ekpenyong","P","PPL","   4.8166","   7.7666","Akwalbom","Mkpat-En"
"Ikot Ekpene Udo","P","PPL","   4.6833","   7.9500","Akwalbom","Eket"
"Ikot Ekpene","P","PPL","   5.1833","   7.9333","Akwalbom","Itu"
"Ikot Ekpene","P","PPL","   5.1666","   7.7166","Akwalbom","Ikot-Ekp"
"Ikot Ekpe","P","PPL","   5.2833","   7.8333","Akwalbom","Itu"
"Ikot Ekpe","P","PPL","   5.0166","   7.8833","Akwalbom","Uyo"
"Ikot Ekot","P","PPL","   4.7333","   7.8166","Akwalbom","Etinan"
"Iko Eket","P","PPL","   4.6333","   7.9666","Akwalbom","UquoIben"
"Ikot Ekefere Okon","P","PPL","   5.0666","   7.6000","Akwalbom","Essien-U"
"Ikot Ekang","P","PPL","   5.0166","   7.7666","Akwalbom","Abak"
"Ikot Ekan","P","PPL","   4.9166","   7.8500","Akwalbom","Nsit-Ibo"
"Ikot Efiong Otop","P","PPL","   5.1500","   8.1833","Cross River","Odukpani"
"Ikot Efiong Essien","P","PPL","   4.8833","   8.4166","Cross River","Akpabuyo"
"Ikot Effiong Essien","P","PPL","   4.8833","   8.4166","Cross River","Akpabuyo"
"Ikot Effang","P","PPL","   5.0333","   8.3500","Cross River","Calabar"
"Ikot Efanga","P","PPL","   4.9833","   8.5000","Cross River","Akamkpa"
"Ikot Efanga","P","PPL","   4.9666","   8.4833","Cross River","Akpabuyo"
"Ikot Efana Nkpa","P","PPL","   5.0333","   8.3500","Cross River","Calabar"
"Ikot Efa","P","PPL","   5.2333","   8.0500","Akwalbom","Itu"
"Ikot Edung","P","PPL","   5.2166","   7.8833","Akwalbom","Itu"
"Ikot Edun","P","PPL","   4.9666","   8.0500","Akwalbom","Uruan"
"Ikot Edok","P","PPL","   4.7333","   8.0000","Akwalbom","Nsit-Ubi"
"Ikot Edikpe","P","PPL","   4.7500","   7.9500","Akwalbom","Nsit-Ubi"
"Ikot Edet Nsa","P","PPL","   4.8833","   8.5166","Cross River","Akpabuyo"
"Ikot Edet","P","PPL","   4.9500","   7.6166","Akwalbom","Ukanafun"
"Ikot Edem Udo","P","PPL","   5.2500","   7.7833","Akwalbom","Ikono"
"Ikot Edem Oku","P","PPL","   4.8500","   8.5333","Cross River","Akpabuyo"
"Ikot Edem Odo","P","PPL","   4.9000","   8.4166","Cross River","Akpabuyo"
"Ikot Edem Ita","P","PPL","   4.9166","   8.5166","Cross River","Akpabuyo"
"Ikot Edeghe","P","PPL","   4.6666","   7.6833","Akwalbom","Mkpat-En"
"Ikot Ede Ekpo","P","PPL","   4.6166","   7.8666","Akwalbom","Onna"
"Ikot Eda","P","PPL","   5.0833","   7.7666","Akwalbom","Abak"
"Ikot Eda","P","PPL","   4.6833","   7.5666","Akwalbom","Oruk-Ana"
"Ikot Eboro","P","PPL","   5.0833","   7.8166","Akwalbom","Ikono"
"Ikot Ebok","P","PPL","   5.1000","   7.5500","Akwalbom","Essien-U"
"Ikot Ebok","P","PPL","   4.8833","   7.6500","Akwalbom","Oruk-Ana"
"Ikot Ebo","P","PPL","   5.0000","   7.6833","Akwalbom","Ukanafun"
"Ikot Ebit Ekpe","P","PPL","   5.0500","   7.7833","Akwalbom","Uyo"
"Ikot Ebiasang","P","PPL","   5.3000","   7.7833","Akwalbom","Itu"
"Ikot Ebe Ekpo","P","PPL","   4.6166","   7.8666","Akwalbom","Onna"
"Ikot Ebak","P","PPL","   5.1166","   7.6500","Akwalbom","Essien-U"
"Ikot Eba","P","PPL","   4.9166","   7.8333","Akwalbom","Nsit-Ibo"
"Ikot Ayan Ndiya","P","PPL","   5.1833","   7.7666","Akwalbom","Ikono"
"Ikot Ayan","P","PPL","   5.1666","   7.8166","Akwalbom","Itu"
"Ikot Ayan","P","PPL","   5.1166","   8.0000","Akwalbom","Uruan"
"Ikot Awure","P","PPL","   4.8166","   7.5333","Akwalbom","Oruk-Ana"
"Ikot","P","PPL","   5.1333","   7.6833","Akwalbom","Essien-U"
"Ikot Awak","P","PPL","   4.9333","   7.5166","Akwalbom","Ukanafun"
"Ikot Ator Iwuo","P","PPL","   4.8333","   7.5500","Akwalbom","Oruk-Ana"
"Ikot Atok","P","PPL","   4.7166","   7.6666","Akwalbom","Ikot-Aba"
"Ikot Ata Udo","P","PPL","   4.6000","   7.6833","Akwalbom","Ikot-Aba"
"Ikot Ata Osung","P","PPL","   5.2333","   7.6833","Akwalbom","Ikot-Ekp"
"Ikot Asuquo Edem","P","PPL","   4.9166","   8.4666","Cross River","Akpabuyo"
"Ikot Asukwo Edem","P","PPL","   4.9166","   8.4666","Cross River","Akpabuyo"
"Ikot Aragha","P","PPL","   5.3500","   7.8666","Cross River","Odukpani"
"Ikot Apabio","P","PPL","   4.8666","   8.0666","Akwalbom","Okobo"
"Ikot Anyang","P","PPL","   5.0500","   7.9666","Akwalbom","Uruan"
"Ikot Antia Iko","P","PPL","   5.0333","   7.5833","Akwalbom","EtimEkpo"
"Ikot Antia Ika","P","PPL","   5.0333","   7.5833","Akwalbom","EtimEkpo"
"Ikot Antia","P","PPL","   5.2833","   7.9000","Cross River","Odukpani"
"Ikot Antia","P","PPL","   5.2833","   7.8833","Akwalbom","Itu"
"Ikot Antia","P","PPL","   5.2166","   7.8666","Akwalbom","Itu"
"Ikot Ansa","P","PPL","   5.0000","   8.3333","Cross River","Calabar"
"Ikot Ankan","P","PPL","   5.1666","   7.6333","Akwalbom","Essien-U"
"Ikot Andem Itam","P","PPL","   5.1500","   7.9500","Akwalbom","Itu"
"Ikot Andem","P","PPL","   5.1500","   7.9500","Akwalbom","Itu"
"Ikot Anasua","P","PPL","   4.9000","   8.5166","Cross River","Akpabuyo"
"Ikot Ana","P","PPL","   5.5000","   8.0333","Cross River","Biase"
"Ikotan","P","PPL","   6.5458","   3.2677","Lagos","Ikeja"
"Ikot Ama","P","PPL","   5.0666","   7.5833","Akwalbom","Essien-U"
"Ikot Akpe","P","PPL","   4.7333","   7.7666","Akwalbom","Mkpat-En"
"Ikot Akpaso","P","PPL","   4.8833","   7.9666","Akwalbom","Ekpe-Ata"
"Ikot Akpan Udo","P","PPL","   4.7500","   7.6166","Akwalbom","Oruk-Ana"
"Ikot Akpan Udo","P","PPL","   4.6833","   7.5833","Akwalbom","Oruk-Ana"
"Ikot Akpa Ntim","P","PPL","   5.2666","   7.7500","Akwalbom","Ikono"
"Ikot Akpantem","P","PPL","   5.4666","   7.7500","Akwalbom","Ini"
"Ikot Akpan Obong","P","PPL","   5.1666","   7.9333","Akwalbom","Itu"
"Ikot Akpan Nta","P","PPL","   4.7166","   7.6833","Akwalbom","Mkpat-En"
"Ikot Akpan Nsek","P","PPL","   4.7333","   7.5666","Akwalbom","Oruk-Ana"
"Ikot Akpan Isiet","P","PPL","   4.6500","   7.8500","Akwalbom","Onna"
"Ikot Akpan Ikpo","P","PPL","   5.3166","   7.7333","Akwalbom","Ini"
"Ikot Akpan Idian","P","PPL","   4.6666","   7.6833","Akwalbom","Mkpat-En"
"Ikot Akpan Ekwure","P","PPL","   5.0166","   7.5666","Akwalbom","EtimEkpo"
"Ikot Akpa Ndua","P","PPL","   4.8833","   7.9333","Akwalbom","Ekpe-Ata"
"Ikot Akpanata","P","PPL","   4.5833","   7.5666","Akwalbom","Ikot-Aba"
"Ikot Akpan Abia","P","PPL","   4.9833","   7.9000","Akwalbom","Uyo"
"Ikot Akpan Abia","P","PPL","   4.8333","   7.9666","Akwalbom","Ekpe-Ata"
"Ikot Akpana","P","PPL","   5.1166","   8.1166","Cross River","Odukpani"
"Ikot Akpana","P","PPL","   5.0666","   8.2000","Cross River","Odukpani"
"Ikot Akpan","P","PPL","   5.1500","   7.9833","Akwalbom","Itu"
"Ikot Akpan","P","PPL","   5.1000","   7.8833","Akwalbom","Itu"
"Ikot Akpan","P","PPL","   4.8833","   7.5166","Akwalbom","Ukanafun"
"Ikot Akpan","P","PPL","   4.8166","   7.6833","Akwalbom","Oruk-Ana"
"Ikot Akpan","P","PPL","   4.7500","   7.9000","Akwalbom","Nsit-Ubi"
"Ikot Akpan","P","PPL","   4.6500","   7.8500","Akwalbom","Onna"
"Ikot Akpan","P","PPL","   4.6500","   7.5666","Akwalbom","Ikot-Aba"
"Ikot Akpaidem","P","PPL","   4.9000","   7.6000","Akwalbom","Ukanafun"
"Ikot Akpa Etok","P","PPL","   4.9333","   7.9500","Akwalbom","Uyo"
"Ikot Akpa Etek","P","PPL","   4.6000","   7.8666","Akwalbom","Onna"
"Ikot Akpaete","P","PPL","   4.6000","   7.8666","Akwalbom","Onna"
"Ikot Akpa Ekan","P","PPL","   4.9666","   8.0166","Akwalbom","Uruan"
"Ikot Akpa Edu","P","PPL","   4.9666","   7.9000","Akwalbom","Uyo"
"Ikot Akpadung Itak","P","PPL","   5.0500","   7.8333","Akwalbom","Itu"
"Ikot Akpabio","P","PPL","   5.1166","   7.7000","Akwalbom","Essien-U"
"Ikot Akpabio","P","PPL","   5.0666","   7.8333","Akwalbom","Itu"
"Ikot Akpabin","P","PPL","   4.7166","   7.9333","Akwalbom","Nsit-Ubi"
"Ikot Akata","P","PPL","   4.6833","   7.7666","Akwalbom","Mkpat-En"
"Ikot Akan","P","PPL","   4.7666","   7.9000","Akwalbom","Nsit-Ubi"
"Ikot Akan","P","PPL","   4.6166","   7.6666","Akwalbom","Ikot-Aba"
"Ikot Akama","P","PPL","   4.7833","   7.6833","Akwalbom","Oruk-Ana"
"Ikot Akam","P","PPL","   4.7833","   7.6833","Akwalbom","Oruk-Ana"
"Ikot Aka","P","PPL","   4.8666","   7.5833","Akwalbom","Ukanafun"
"Ikot Aka","P","PPL","   4.8000","   7.7500","Akwalbom","Mkpat-En"
"Ikot Afanga","P","PPL","   4.8666","   7.7000","Akwalbom","Oruk-Ana"
"Ikot Adiaha","P","PPL","   4.7166","   7.6333","Akwalbom","Oruk-Ana"
"Ikot Ada Udo","P","PPL","   4.7000","   7.6833","Akwalbom","Mkpat-En"
"Ikot Ada Nkere","P","PPL","   4.8666","   7.6500","Akwalbom","Oruk-Ana"
"Ikot Ada Idem","P","PPL","   5.0833","   7.8666","Akwalbom","Itu"
"Ikot Abiyak","P","PPL","   5.1666","   8.0500","Akwalbom","Itu"
"Ikot Abiat","P","PPL","   5.1166","   7.7666","Akwalbom","Ikono"
"Ikot Abia Idem","P","PPL","   5.2166","   7.7000","Akwalbom","Ikot-Ekp"
"Ikot Abia","P","PPL","   5.4166","   7.7166","Akwalbom","Ini"
"Ikot Abia","P","PPL","   5.2833","   7.6666","Akwalbom","Ikono"
"Ikot Abia","P","PPL","   5.2166","   7.6166","Akwalbom","Ikot-Ekp"
"Ikot Abia","P","PPL","   4.6666","   7.9166","Akwalbom","Eket"
"Ikot Abassi","P","PPL","   4.7166","   7.7500","Akwalbom","Mkpat-En"
"Ikot Abasi","P","PPL","   4.8500","   7.9666","Akwalbom","Ekpe-Ata"
"Ikot Abasi","P","PPL","   4.6833","   7.9166","Akwalbom","Eket"
"Ikot Abasi","P","PPL","   4.5833","   7.8166","Akwalbom","Onna"
"Ikota","P","PPL","   7.3500","   5.1500","Ondo","Ifedore"
"Ikot","P","PPL","   4.6500","   7.8500","Akwalbom","Onna"
"Ikosin","P","PPL","   8.4333","   5.1000","Kwara","Ifelodun"
"Ikosin","P","PPL","   8.0333","   4.6166","Osun","Odo0tin"
"Ikosi","P","PPL","   6.6166","   3.7166","Lagos","Epe"
"Ikoshin","P","PPL","   8.4333","   5.1000","Kwara","Ifelodun"
"Ikose","P","PPL","   8.1833","   4.2000","Oyo","Orire"
"Ikorumogbene","P","PPL","   4.5822","   6.0647","Rivers","SouthernIjaw"
"Rafin Ikoruba","H","STM","  10.5833","   6.2500","Kaduna","Birnin-G"
"Ikoru","P","PPL","   6.2833","   5.4333","Edo","OviaSouth-West"
"Ikoroku","P","PPL","   7.6319","   3.9752","Oyo","Akinyele"
"Ikorodu Bay","H","BAY","   6.5833","   3.4666","Lagos","Mainland"
"Ikorodu","P","PPL","   6.6166","   3.5166","Lagos","Ikorodu"
"Ikoro","P","PPL","   7.8333","   5.0333","Ondo","Ijero"
"Ikoro","P","PPL","   6.2833","   5.4333","Edo","OviaSouth-West"
"Ikoro","P","PPL","   6.2666","   5.4500","Edo","OviaSouth-West"
"Ikoradu Bay","H","BAY","   6.5833","   3.4666","Lagos","Mainland"
"Ikor","P","PPL","   7.4333","   8.5333","Benue","Gwer"
"Ikor","P","PPL","   7.0500","   8.5166","Benue","Konshish"
"Ikono","P","PPL","   5.0000","   7.8500","Akwalbom","Uyo"
"Ikonkon Hill","T","HLL","   7.7500","   2.9500","Ogun","EgbadoNorth"
"Ikonifin","P","PPL","   7.8000","   4.1500","Osun","Ola-Oluwa"
"Ikoneto","P","PPL","   5.0500","   8.1666","Cross River","Odukpani"
"River Ikomu","H","STM","   8.2166","   3.2333","Oyo","Iseyin"
"Ikomu","P","PPL","   8.2333","   3.2000","Oyo","Iseyin"
"Ikom Odom","P","PPL","   5.0166","   7.6833","Akwalbom","Abak"
"Ikom","P","PPL","   5.9666","   8.7000","Cross River","Ikom"
"Ikolupaw","P","PPL","   7.6500","   4.0500","Osun","Iwo"
"Ikolo","P","PPL","   7.8833","   4.4500","Kwara","Irepodun (B)"
"Ikolo","P","PPL","   6.6833","   7.3500","Enugu","Igbo-Eti"
"Ikolo","P","PPL","   4.9397","   6.2313","Rivers","Northern"
"Ikole","P","PPL","   7.8000","   5.5166","Ondo","Ikole"
"Ikolaja","P","PPL","   6.6333","   2.7333","Ogun","EgbadoSouth"
"Ikolaba","P","PPL","   8.1666","   4.4166","Oyo","Surulere"
"Ikolaba","P","PPL","   8.0500","   3.9666","Oyo","Oyo"
"Ikolaba","P","PPL","   7.9666","   4.0333","Oyo","Oyo"
"Ikolaba","P","PPL","   7.9333","   3.9166","Oyo","Oyo"
"Ikolaba","P","PPL","   7.9166","   4.1000","Oyo","Oyo"
"Ikoku","P","PPL","   6.8000","   8.3333","Benue","Oju"
"Ikoka Etete","P","PPL","   6.4166","   5.4166","Edo","OviaSouth-West"
"Ikoka Etete","P","PPL","   6.4166","   5.4000","Edo","OviaSouth-West"
"Ikoha","P","PPL","   6.6333","   5.2000","Edo","OviaSouth-West"
"Ikogosi","P","PPL","   7.5833","   4.9833","Ondo","EkitiWest"
"Ikogbo","P","PPL","   6.5333","   3.1833","Lagos","Ojo"
"Ikoga Ile","P","PPL","   6.5500","   2.9666","Ogun","AdoOdo/Ota"
"Ikoga","P","PPL","   6.5166","   2.9500","Lagos","Badagary"
"Iko Esai","P","PPL","   5.6666","   8.2333","Cross River","Yakurr"
"Iko Ekperem","P","PPL","   5.6333","   8.2000","Cross River","Akamkpa"
"Ikobi","P","PPL","   7.7500","   7.9666","Benue","Apa"
"Ikobi","P","PPL","   6.0000","   5.9333","Edo","Orhionmw"
"Ikobe","P","PPL","   7.7500","   7.9666","Benue","Apa"
"Iko Akperem","P","PPL","   5.6333","   8.2000","Cross River","Akamkpa"
"Iko","P","PPL","   7.2666","   2.9666","Ogun","EgbadoNorth"
"Ikka","P","PPL","   9.1647","   7.0905","FCT","Gwagwala"
"Ikise","P","PPL","   6.7333","   3.8500","Ogun","IjebuOde"
"Ikirun Station","S","RSTN","   7.9166","   4.6333","Osun","Ifelodun"
"Ikirun","P","PPL","   7.9166","   4.6666","Osun","Ifelodun"
"Ikirikokiri","P","PPL","   4.4327","   6.5333","Rivers","Akukutor"
"Ikiriko Ideikiri","P","PPL","   4.3700","   6.5622","Rivers","Akukutor"
"Ikiri","P","PPL","   5.2666","   6.7000","Rivers","Ogba/Egbe"
"Ikire Ile","P","PPL","   7.7166","   4.2333","Osun","Ola-Oluwa"
"Ikire","P","PPL","   7.7166","   4.2333","Osun","Ola-Oluwa"
"Ikire","P","PPL","   7.3500","   4.1833","Osun","Irewole"
"Ikiran","P","PPL","   7.4666","   5.9833","Edo","Akoko-Ed"
"Ikiran","P","PPL","   7.4500","   5.9666","Ondo","AkokoSou"
"Ikinri Hill","T","HLL","   7.8333","   5.8666","Kogi","Ijumu"
"Ikinri","P","PPL","   7.8333","   5.8500","Kogi","Ijumu"
"Ikimo","P","PPL","   7.9000","   4.4666","Kwara","Irepodun (B)"
"Ikimaka","P","PPL","   7.5833","   8.8333","Benue","Gboko"
"Ikija","P","PPL","   7.2833","   3.6833","Ogun","Odeda"
"Ikija","P","PPL","   7.2333","   3.8166","Oyo","Oluyole"
"Ikija","P","PPL","   7.0333","   3.3166","Ogun","Obafemi-Owode"
"Ikija","P","PPL","   6.7500","   3.3166","Ogun","Ifo"
"Ikibiri Creek","H","STMD","   4.4666","   5.8000","Rivers","SouthernIjaw"
"Ikibiri","P","PPL","   4.9136","   6.1986","Rivers","Northern"
"Ikianbiri","P","PPL","   4.6647","   6.0933","Rivers","SouthernIjaw"
"Ikiadolor","P","PPL","   6.4833","   5.5833","Edo","OviaNort"
"Iki","P","PPL","   7.1500","   5.9500","Edo","OwanWest"
"Iki","P","PPL","   6.7166","   3.6166","Ogun","Shagamu"
"Ikhuen","P","PPL","   6.3333","   5.7333","Edo","Orhionmw"
"Ikhin","P","PPL","   7.1500","   5.9500","Edo","OwanWest"
"Ikewa","P","PPL","   6.1833","   5.3666","Edo","OviaSouth-West"
"Ikerre Forest Reserve","L","RESF","   7.5000","   5.1333","Ondo","EkitiSouth-West"
"Ikerre","P","PPL","   7.5000","   5.2333","Ondo","Ikere"
"Ikerin Osi","P","PPL","   8.1000","   5.2333","Kwara","Irepodun"
"Ikerin","P","PPL","   8.1000","   5.2333","Kwara","Irepodun"
"Ikeresa","P","PPL","   5.8000","   5.6000","Delta","Sapele"
"Ikereku Olodi","P","PPL","   7.2333","   3.1833","Ogun","AbeokutaNorth"
"Ikereku","P","PPL","   7.6319","   3.9752","Oyo","Akinyele"
"Ikereku","P","PPL","   7.1333","   3.2000","Ogun","AbeokutaNorth"
"Ikereku","P","PPL","   7.0666","   3.2500","Ogun","AbeokutaNorth"
"Ikereku","P","PPL","   7.0166","   3.2833","Ogun","Ifo"
"Ikere-Ekiti","P","PPL","   7.5000","   5.2333","Ondo","Ikere"
"Ikere","L","RESF","   7.5000","   5.1333","Ondo","EkitiSouth-West"
"Ikere","P","PPL","   8.1666","   3.6666","Oyo","Iseyin"
"Ikere","P","PPL","   7.5000","   5.2333","Ondo","Ikere"
"Ikeram","P","PPL","   7.6166","   5.8500","Ondo","AkokoNorthWest"
"Ikenne","P","PPL","   6.8666","   3.7166","Ogun","Shagamu"
"Ikenga Umuleri","P","PPL","   6.3166","   6.8833","Anambra","Anambra"
"Ikenga Ogidi","P","PPL","   6.1500","   6.8666","Anambra","Idemili"
"Ikenga Nando","P","PPL","   6.3333","   6.9333","Anambra","Oyi"
"Ikenga","P","PPL","   6.1500","   6.8666","Anambra","Idemili"
"Ikene","P","PPL","   6.8666","   3.7166","Ogun","Shagamu"
"Iken","P","PPL","   6.7666","   3.8833","Ogun","IjebuOde"
"Ikem Omuaram","P","PPL","   6.7666","   7.7166","Enugu","Isi-Uzo"
"Ikem Nkwor","P","PPL","   6.8166","   7.7500","Enugu","Isi-Uzo"
"Ikembara","P","PPL","   5.5833","   7.1666","Imo","Ikeduru"
"Ikem","P","PPL","   6.7833","   7.7000","Enugu","Isi-Uzo"
"Ikem","P","PPL","   5.3500","   7.4000","Abia","Isiala-N"
"Ikelagu","P","PPL","   6.4000","   8.2333","Enugu","Izzi"
"Ikeken","P","PPL","   6.6333","   6.4666","Edo","EsanSout"
"Ikeji Oke","P","PPL","   7.4666","   4.9166","Osun","Oriade"
"Ikeji-Ipetu","L","RESF","   7.4000","   4.9333","Osun","Oriade"
